Month,Year,LowTemp,HighTemp,WarmestMin,ColdestHigh,AveMin,AveMax,meanTemp,TotPrecip,TotSnow,Max24hrPrecip,Max24hrSnow
3,1980,32,89,77,53,66.3,80,73.1,3.17,0,3.17,0
4,1980,58,89,76,72,68.8,81.9,75.4,10.2,0,4.02,0
5,1980,66,92,80,76,72.9,85.1,79,2.14,0,0.9,0
6,1980,72,93,79,82,75.1,87.6,81.4,3.02,0,0.75,0
7,1980,71,95,80,83,76,89.1,82.6,9.4,0,1.45,0
8,1980,73,92,83,85,76.9,88.7,82.8,11.32,0,2.95,0
9,1980,69,93,83,80,76.4,87.7,82.1,5.6,0,2.22,0
10,1980,58,95,80,79,73.8,86.4,80.1,6.05,0,2.13,0
11,1980,51,88,79,67,68.1,80.4,74.3,3.47,0,1,0
12,1980,44,82,72,58,59.2,75.3,67.2,0.2,0,0.1,0
1,1981,32,80,59,53,48.2,71.2,59.7,0.61,0,0.4,0
2,1981,40,85,73,62,61.2,77.7,69.4,4.66,0,2.61,0
3,1981,50,85,72,70,61.3,78.8,70,1.32,0,0.56,0
4,1981,68,90,77,79,71.6,83.9,77.8,0.05,0,0.05,0
5,1981,62,93,80,83,71.1,88.1,79.6,4.94,0,2.31,0
6,1981,70,95,81,86,76.9,90.5,83.7,5.49,0,1.73,0
7,1981,74,98,80,87,77.3,92.6,84.9,2.78,0,0.83,0
8,1981,72,95,83,82,76.9,89.5,83.2,12.25,0,2.75,0
9,1981,71,93,79,79,74.7,87.6,81.1,14.79,0,3.13,0
10,1981,66,92,79,82,73,86.4,79.7,1.62,0,0.44,0
11,1981,53,85,75,74,62.9,79.9,71.4,2.14,0,0.8,0
12,1981,36,86,73,59,59.4,76.1,67.8,0.14,0,0.12,0
1,1982,33,87,73,59,58.8,76.8,67.8,0.44,0,0.16,0
2,1982,53,89,74,75,66.7,82,74.3,1.22,0,0.37,0
3,1982,54,88,74,70,67.3,82,74.6,4.22,0,1.33,0
4,1982,60,93,77,78,71,84.7,77.9,9.27,0,7.25,0
5,1982,64,89,79,79,71,83.3,77.2,8.8,0,2.55,0
6,1982,70,94,80,79,75.5,88.5,82,10.82,0,2.94,0
7,1982,74,95,83,87,77.7,90.9,84.3,3.84,0,0.77,0
8,1982,72,96,81,86,77.6,90.4,84,5.79,0,0.83,0
9,1982,73,91,81,82,76.4,88.9,82.6,7.62,0,1.88,0
10,1982,59,92,78,75,71.9,83.8,77.9,7.12,0,1.61,0
11,1982,57,85,77,73,68.9,81,75,7.09,0,2.44,0
12,1982,45,84,77,70,66.2,79,72.6,1.18,0,0.5,0
1,1983,43,83,73,64,59.5,74.8,67.1,5.36,0,2.26,0
2,1983,49,80,70,66,60.2,74.7,67.4,8.07,0,2.66,0
3,1983,44,83,73,65,59.1,76,67.5,2.82,0,0.9,0
4,1983,50,84,75,73,63.4,80.3,71.8,1.79,0,0.79,0
5,1983,64,91,76,81,70.5,85.9,78.2,1.44,0,1.18,0
6,1983,70,93,80,85,74.7,88.9,81.8,8.66,0,2.64,0
7,1983,71,98,82,87,78.2,91.8,85,6.2,0,2.43,0
8,1983,71,97,79,86,75.6,90.9,83.3,5.88,0,0.65,0
9,1983,68,93,83,82,74.5,88.6,81.6,7.48,0,1.79,0
10,1983,66,89,77,77,71.9,84.6,78.3,3.52,0,1.07,0
11,1983,53,85,76,69,64.8,80.1,72.5,2.01,0,0.82,0
12,1983,33,86,74,51,62.1,77.4,69.7,4.19,0,0.87,0
1,1984,44,88,72,63,58,75.9,66.9,0.18,0,0.09,0
2,1984,44,84,71,62,60.6,76.5,68.6,0.7,0,0.19,0
3,1984,44,89,75,63,61.6,79.1,70.4,6.12,0,3.07,0
4,1984,55,87,73,74,65,81.3,73.1,4.51,0,3.13,0
5,1984,64,91,77,77,70.2,83.9,77,10.91,0,4.15,0
6,1984,60,94,79,79,72.7,86.9,79.8,7.24,0,2.89,0
7,1984,71,90,80,83,75.3,88.5,81.9,7.38,0,1.17,0
8,1984,70,96,80,85,75.2,89.9,82.6,5.44,0,2.35,0
9,1984,69,90,78,75,73.5,86.6,80.1,10.45,0,2.47,0
10,1984,65,87,77,81,71.8,84.5,78.2,2.35,0,0.44,0
11,1984,49,86,73,65,64.2,78.8,71.5,4.04,0,1.59,0
12,1984,45,84,73,64,63.4,78.7,71,0.7,0,0.24,0
1,1985,30,82,70,53,51.5,72.7,62.1,0.35,0,0.15,0
2,1985,42,87,69,61,59.8,77,68.4,0.06,0,0.03,0
3,1985,52,87,72,70,64.5,80.5,72.5,1.35,0,0.59,0
4,1985,53,91,72,72,66.1,82.3,74.2,3.27,0,1.14,0
5,1985,64,94,79,83,69.9,88.3,79.1,3.19,0,1.73,0
6,1985,71,98,82,84,74.5,90.2,82.4,6.33,0,1.92,0
7,1985,69,95,79,80,73.5,88.5,81,11.23,0,2.73,0
8,1985,69,92,81,87,75.2,89.6,82.4,11.88,0,3.25,0
9,1985,69,91,80,79,73.8,87.4,80.6,8.59,0,2.6,0
10,1985,70,89,78,84,73.8,87.1,80.4,5.17,0,1.27,0
11,1985,53,87,77,72,68.9,82.3,75.6,1.37,0,0.4,0
12,1985,38,84,72,54,57.5,74.4,65.9,3.47,0,1.18,0
1,1986,36,82,69,54,55.9,74.4,65.2,5.04,0,1.92,0
2,1986,46,85,72,67,59.5,79.2,69.3,1.72,0,0.84,0
3,1986,39,85,75,62,60.1,77.1,68.6,10.57,0,2.56,0
4,1986,55,92,68,77,61.6,81.7,71.6,0.71,0,0.57,0
5,1986,62,90,77,78,70.7,84.3,77.5,8.24,0,3.9,0
6,1986,72,92,79,84,74.5,88.1,81.3,9.06,0,2.54,0
7,1986,73,95,79,86,75.5,90.6,83,7.81,0,1.2,0
8,1986,74,93,80,86,76.6,90.4,83.5,7.67,0,1.81,0
9,1986,72,93,81,85,76.2,90.4,83.3,4.38,0,0.83,0
10,1986,66,92,79,81,72.8,87.8,80.3,3.96,0,1.2,0
11,1986,68,89,78,82,72.9,85.6,79.3,4.75,0,1.37,0
12,1986,59,87,76,70,66.9,80.2,73.5,2.21,0,0.65,0
1,1987,41,88,73,62,55.9,76.2,66,0.87,0,0.54,0
2,1987,46,87,74,68,63.2,78.4,70.8,2.62,0,1.65,0
3,1987,52,86,75,67,64.4,79.3,71.9,3.82,0,1.09,0
4,1987,48,90,73,66,60.4,80.8,70.6,0.38,0,0.25,0
5,1987,61,88,76,81,72.1,85.2,78.6,4.99,0,1.33,0
6,1987,72,97,82,86,77.7,90.6,84.1,5.48,0,3.63,0
7,1987,73,96,83,85,77.6,90.8,84.2,5.17,0,1.88,0
8,1987,73,98,82,88,78.3,92.5,85.4,3.24,0,0.89,0
9,1987,73,97,82,86,76,91.2,83.6,10.17,0,2.38,0
10,1987,62,89,77,77,70.7,84.5,77.6,4.33,0,2.45,0
11,1987,52,88,78,72,69.3,81.3,75.3,4.92,0,1.83,0
12,1987,48,84,74,66,62.1,77.5,69.8,4.28,0,2.21,0
1,1988,45,84,73,61,60.7,75,67.9,1.88,0,0.68,0
2,1988,45,87,73,66,59.3,76,67.7,0.61,0,0.37,0
3,1988,44,85,73,64,64,77.4,70.7,0.39,0,0.17,0
4,1988,55,93,75,78,67,85.2,76.1,1.82,0,0.89,0
5,1988,61,93,75,73,70,85.8,77.9,5.28,0,1.72,0
6,1988,69,94,79,82,75.4,88.5,81.9,10.36,0,2.49,0
7,1988,72,94,80,84,76.1,90.1,83.1,10.9,0,1.66,0
8,1988,72,94,82,80,77.2,89.9,83.5,7.89,0,2.63,0
9,1988,74,93,83,88,77.8,90.1,84,3.09,0,1.61,0
10,1988,65,93,78,82,71.1,87,79,1.49,0,0.95,0
11,1988,58,89,78,75,70.1,83.7,76.9,0.76,0,0.43,0
12,1988,43,83,72,64,62.5,78.5,70.5,0.12,0,0.07,0
1,1989,54,85,71,73,64.3,81.1,72.7,0.67,0,0.36,0
2,1989,37,86,75,59,62,79.6,70.8,0.71,0,0.38,0
3,1989,48,88,75,61,65.6,81.6,73.6,0.89,0,0.35,0
4,1989,59,91,75,79,68.7,85.4,77,2.14,0,0.61,0
5,1989,61,95,79,83,72.7,89.3,81,0.99,0,0.34,0
6,1989,71,92,81,84,76.4,88.9,82.6,10.83,0,1.94,0
7,1989,72,93,80,84,76.5,90.1,83.3,3.53,0,0.78,0
8,1989,72,97,82,88,77.1,91.4,84.2,12.78,0,3.54,0
9,1989,72,95,81,88,77.1,90.9,84,5.83,0,1.57,0
10,1989,53,94,80,72,71.2,86.8,79,2.65,0,1.12,0
11,1989,54,89,74,77,68.7,83.7,76.2,0.99,0,0.34,0
12,1989,30,87,73,45,55,74.9,64.9,0.62,0,0.15,0
1,1990,49,86,73,68,66,81.1,73.5,0.24,0,0.11,0
2,1990,52,86,75,69,67.1,80.8,74,1.19,0,0.46,0
3,1990,59,85,74,72,66.7,80.6,73.7,2.28,0,1.01,0
4,1990,54,91,74,75,67.8,82.6,75.2,6.96,0,4.67,0
5,1990,68,95,78,79,73.7,86.8,80.3,7.79,0,2.92,0
6,1990,69,94,81,86,75.6,90.3,83,6.84,0,2.1,0
7,1990,71,97,79,85,75.7,91.2,83.5,4.31,0,1.75,0
8,1990,72,98,81,88,75.8,91.5,83.6,11.06,0,2.58,0
9,1990,72,94,78,85,76.3,89.9,83.1,3.52,0,1,0
10,1990,56,93,80,73,73.9,86.9,80.4,4.82,0,1.66,0
11,1990,56,87,76,77,67,81.7,74.4,1.67,0,0.6,0
12,1990,51,86,75,71,65.6,80.1,72.8,1.03,0,0.36,0
1,1991,54,87,74,70,65.8,79.9,72.8,1.59,0,0.78,0
2,1991,41,89,72,57,61.3,78,69.7,2.04,0,1.25,0
3,1991,50,90,76,69,66.2,81.5,73.9,2.32,0,1.22,0
4,1991,63,94,79,79,71.7,85,78.3,5.16,0,1.81,0
5,1991,72,93,80,82,75.8,87.1,81.5,2.5,0,1.66,0
6,1991,72,95,79,84,75.5,90.3,82.9,7.51,0,1.51,0
7,1991,73,93,81,84,76.5,90.5,83.5,7.29,0,1.12,0
8,1991,73,95,80,84,77.2,91.9,84.5,8.84,0,2.3,0
9,1991,72,93,78,85,75.8,89,82.4,11.17,0,2.62,0
10,1991,62,91,79,79,72.7,85.1,78.9,21.64,0,8.59,0
11,1991,53,87,76,68,66,80.2,73.1,1.18,0,0.5,0
12,1991,54,85,76,73,65.1,79.3,72.2,0.18,0,0.1,0
1,1992,46,83,71,64,59.2,75.6,67.4,1.8,0,1.53,0
2,1992,54,86,74,70,62.9,78,70.5,1.49,0,0.5,0
3,1992,53,89,72,63,63.6,80.1,71.8,2.67,0,1.65,0
4,1992,54,88,76,71,67.1,80.9,74,2.43,0,1.34,0
5,1992,56,91,78,80,69.2,86.4,77.8,0.55,0,0.34,0
6,1992,72,94,78,80,74.5,88.5,81.5,13.17,0,2.3,0
7,1992,73,97,82,86,78.2,91.5,84.9,4.21,0,1.1,0
8,1992,74,95,81,86,77.8,91,84.4,7.22,0,2.21,0
9,1992,72,94,82,84,77.2,89.2,83.2,6.48,0,2.55,0
10,1992,66,92,79,80,72.9,86,79.4,2.02,0,0.8,0
11,1992,55,88,78,68,71.1,82.4,76.8,13.84,0,7.56,0
12,1992,49,84,73,66,64.1,79.1,71.6,1.94,0,0.94,0
1,1993,54,85,74,67,66.8,79.6,73.2,5.04,0,1.63,0
2,1993,50,85,69,70,60.9,76.8,68.9,2.14,0,0.71,0
3,1993,44,89,73,59,63.8,79.1,71.4,5.98,0,3,0
4,1993,58,88,74,77,66.5,81.5,74,3.08,0,1.66,0
5,1993,67,90,77,79,73.1,85.3,79.2,4.13,0,3.31,0
6,1993,72,95,80,85,77.3,89.2,83.3,3.64,0,1.22,0
7,1993,73,96,83,85,77.3,91.8,84.5,7.28,0,1.44,0
8,1993,74,97,84,87,77.8,91.8,84.8,5.13,0,1.1,0
9,1993,74,93,80,84,76.7,89.3,83,12.59,0,3.16,0
10,1993,61,90,80,82,74.1,87.5,80.8,7.23,0,3.02,0
11,1993,52,87,77,69,69,82.7,75.9,6.06,0,5.73,0
12,1993,47,84,72,65,59.8,77.9,68.9,0.49,0,0.49,0
1,1994,50,85,74,64,62.7,76,69.3,3.59,0,0.81,0
2,1994,52,89,75,60,67.3,79.3,73.3,5.66,0,1.73,0
3,1994,53,91,79,71,66,82,74,1.94,0,1.45,0
4,1994,63,88,76,80,71.9,84.4,78.2,2.14,0,0.51,0
5,1994,66,93,79,83,73.9,88.1,81,4.72,0,2.82,0
6,1994,72,96,81,85,77,90.1,83.6,4.97,0,1.31,0
7,1994,72,92,82,87,77.5,89.8,83.7,3.03,0,1.15,0
8,1994,71,93,82,80,76.5,89,82.8,16.64,0,6.57,0
9,1994,72,94,80,81,76.2,87.5,81.8,13.5,0,3.28,0
10,1994,70,90,79,82,73.7,86.8,80.2,9.5,0,4.36,0
11,1994,63,87,76,76,71.5,82.8,77.2,8.92,0,3.41,0
12,1994,52,85,77,66,65.4,78.6,72,4.95,0,3.15,0
1,1995,48,84,71,63,59.4,75.2,67.3,3.13,0,1.33,0
2,1995,39,86,73,64,59.8,76,67.9,1.41,0,0.74,0
3,1995,55,89,74,70,66.3,80.7,73.5,4.6,0,2.53,0
4,1995,60,91,75,78,70.5,84.4,77.4,3.73,0,1.12,0
5,1995,68,96,78,84,75.5,88.7,82.1,2.94,0,0.7,0
6,1995,71,96,81,81,75.8,87.7,81.7,20.33,0,4.86,0
7,1995,74,97,82,84,78,91,84.5,6.36,0,1.99,0
8,1995,72,97,80,81,77.8,90.6,84.2,13.13,0,2.37,0
9,1995,73,94,81,84,77.1,90.1,83.6,10.37,0,1.7,0
10,1995,72,90,83,81,76.4,86.6,81.5,9.91,0,2,0
11,1995,54,89,78,70,66.4,81.1,73.8,2.53,0,1,0
12,1995,40,84,73,58,60.9,75.4,68.1,0.86,0,0.43,0
1,1996,38,86,75,56,59.8,76.3,68,2.33,0,0.93,0
2,1996,37,85,69,58,56.6,76.8,66.7,0.8,0,0.41,0
3,1996,46,89,73,57,61.9,77.5,69.7,1.4,0,0.54,0
4,1996,57,92,78,72,69.2,82.7,76,3.37,0,2,0
5,1996,71,93,78,80,74.8,87.6,81.2,8.3,0,4.39,0
6,1996,72,94,79,83,75.5,89.4,82.5,11.67,0,2.23,0
7,1996,72,93,82,88,78.5,90.5,84.5,5.25,0,1.84,0
8,1996,72,93,82,85,76.5,89.7,83.1,5.55,0,0.94,0
9,1996,73,93,80,85,76.5,89.8,83.2,7.21,0,1.16,0
10,1996,64,87,80,79,72.8,84,78.4,10.1,0,2.19,0
11,1996,56,86,76,74,68.1,80.4,74.3,0.69,0,0.27,0
12,1996,43,85,71,57,62.4,78,70.2,1.04,0,0.56,0
1,1997,37,84,68,56,60.2,76.3,68.2,1.71,0,0.49,0
2,1997,52,85,74,72,67.7,80.9,74.3,1.57,0,0.73,0
3,1997,63,87,74,79,69.5,83.1,76.3,2.06,0,1.32,0
4,1997,54,90,78,74,68.8,82.6,75.7,5.16,0,2.85,0
5,1997,69,94,79,81,74,87.1,80.5,9.8,0,3,0
6,1997,72,92,80,83,75.2,89.1,82.1,13.18,0,5.89,0
7,1997,73,94,82,87,77.5,90.7,84.1,7.62,0,2.27,0
8,1997,73,94,82,87,77.5,91.1,84.3,6.28,0,1.47,0
9,1997,73,91,79,82,75.4,87.6,81.5,12.47,0,2.36,0
10,1997,61,90,77,78,72.2,84.9,78.6,2.6,0,0.64,0
11,1997,52,89,76,72,67.7,80.5,74.1,2.89,0,1.11,0
12,1997,50,86,74,62,62.1,75.7,68.9,5.27,0,2.29,0
1,1998,49,84,74,68,63.6,76.5,70,1.04,0,0.24,0
2,1998,50,84,73,63,62.1,76.3,69.2,6.62,0,4.42,0
3,1998,49,84,73,67,62.4,76.6,69.5,5.97,0,2.87,0
4,1998,59,90,76,72,69.4,82.6,76,0.66,0,0.6,0
5,1998,62,93,81,84,73,88.4,80.7,3.45,0,1.03,0
6,1998,72,96,83,88,78.2,92.5,85.3,6.67,0,1.99,0
7,1998,73,98,82,86,77.9,91.7,84.8,5.41,0,1.28,0
8,1998,70,95,82,86,78.2,91.5,84.8,11.66,0,2.86,0
9,1998,73,94,83,80,77.6,88.8,83.2,14.41,0,3.59,0
10,1998,67,92,79,79,75.3,86.2,80.7,5.7,0,2.45,0
11,1998,61,85,75,74,70.3,82.2,76.3,6.66,0,4.96,0
12,1998,53,83,75,66,67.1,79.7,73.4,1.98,0,1.2,0
1,1999,44,82,75,56,62.7,77.3,70,2.98,0,1.01,0
2,1999,51,84,70,63,61.2,77.9,69.6,0.27,0,0.17,0
3,1999,49,84,71,71,61.8,79.2,70.5,0.25,0,0.18,0
4,1999,58,92,76,72,69.7,85.8,77.8,1.46,0,1.06,0
5,1999,58,91,76,77,70.5,86.7,78.6,4.89,0,0.92,0
6,1999,72,91,78,80,74.6,87.1,80.8,11.08,0,2.91,0
7,1999,72,96,81,83,77.7,90.2,84,3.6,0,1.68,0
8,1999,73,96,80,85,76.1,91,83.5,13.87,0,2.15,0
9,1999,73,93,80,78,75.7,88.1,81.9,7.01,0,1.75,0
10,1999,63,88,78,77,73.7,84.6,79.2,14.55,0,6.81,0
11,1999,59,85,76,74,68,80.5,74.3,1.45,0,0.65,0
12,1999,45,84,71,66,63.2,76.8,70,2.68,0,0.92,0
1,2000,43,84,71,62,60.8,76.3,68.5,0.52,0,0.24,0
2,2000,49,83,70,68,62,76.9,69.5,1.24,0,0.68,0
3,2000,61,91,75,77,67.5,82.5,75,0.35,0,0.13,0
4,2000,59,89,75,75,67.2,83,75.1,3.36,0,2.35,0
5,2000,69,93,78,82,73.5,86.9,80.2,1.8,0,0.59,0
6,2000,71,93,80,83,75.8,88.3,82,5.19,0,1.22,0
7,2000,73,95,81,83,76.8,90.8,83.8,5.29,0,2.72,0
8,2000,73,93,82,83,76.8,90,83.4,7.42,0,1.13,0
9,2000,73,92,81,85,77,88.9,83,10.58,0,2.73,0
10,2000,67,93,79,78,71.9,84.3,78.1,18.65,0,12.56,0
11,2000,51,88,73,69,65.8,81.1,73.5,0.5,0,0.37,0
12,2000,42,84,73,55,61.9,75.7,68.8,6.15,0,5.06,0
1,2001,39,83,69,57,53.5,72.9,63.2,0.6,0,0.49,0
2,2001,57,87,73,72,67.5,80.8,74.2,0.05,0,0.04,0
3,2001,50,91,75,72,64.8,82.2,73.5,4.76,0,1.64,0
4,2001,58,90,76,76,69.2,82.7,76,1.79,0,0.75,0
5,2001,65,90,78,78,71.2,84.1,77.6,6.1,0,2.05,0
6,2001,70,93,80,82,75.6,89.6,82.6,8.94,0,1.72,0
7,2001,71,94,81,85,75.7,89.4,82.5,6.92,0,1.47,0
8,2001,72,94,83,83,78.3,90.4,84.3,7.27,0,2.45,0
9,2001,70,92,82,78,75.8,87.3,81.6,17.99,0,3.22,0
10,2001,59,90,78,76,73.5,84.6,79.1,13.16,0,4.71,0
11,2001,64,84,78,74,68,80.4,74.2,1.42,0,0.86,0
12,2001,49,84,74,66,67.5,79.1,73.3,3.03,0,1.18,0
1,2002,42,84,73,55,62.1,77.4,69.8,0.22,0,0.19,0
2,2002,46,84,71,65,62.6,77.4,70,3.58,0,1.96,0
3,2002,51,88,74,70,68.4,82.1,75.2,0.89,0,0.8,0
4,2002,67,91,77,80,72.1,84.8,78.4,1.32,0,1.08,0
5,2002,68,91,78,83,74.7,86.8,80.8,6.79,0,1.49,0
6,2002,71,92,80,79,74.4,86.1,80.3,15.41,0,4.18,0
7,2002,69,94,83,85,76.7,89.3,83,12.76,0,2.86,0
8,2002,72,95,82,88,77.1,90.6,83.9,6.55,0,1.17,0
9,2002,70,93,82,85,77.2,89.4,83.3,6.48,0,1.67,0
10,2002,70,92,80,85,75.6,88.5,82,0.72,0,0.23,0
11,2002,50,91,76,73,65.9,81.7,73.8,3.74,0,2.14,0
12,2002,50,86,75,67,62.8,78.3,70.6,3.39,0,1.25,0
1,2003,36,84,73,55,53.5,72.8,63.2,0.43,0,0.19,0
2,2003,51,87,75,75,64.8,81.1,72.9,0.83,0,0.42,0
3,2003,54,93,80,65,71,86.3,78.6,3.89,0,1.99,0
4,2003,53,89,76,72,68.6,83,75.8,2.87,0,1.46,0
5,2003,70,91,79,81,74.9,87.9,81.4,11.05,0,2.42,0
6,2003,73,92,82,81,76.3,88.2,82.3,11.94,0,2.6,0
7,2003,73,92,82,87,78.7,90.3,84.5,6.32,0,4.67,0
8,2003,73,92,80,79,77,89.2,83.1,9.65,0,2.08,0
9,2003,73,92,80,81,76.1,88.4,82.2,13.18,0,2.21,0
10,2003,70,91,79,83,74.6,86.7,80.7,4.09,0,2.85,0
11,2003,55,86,78,74,69.7,82.2,76,6.64,0,3.93,0
12,2003,46,84,71,62,59.2,74.8,67,1.24,0,0.71,0
1,2004,49,84,70,67,58.3,75.2,66.8,2.52,0,1,0
2,2004,49,85,72,63,62.8,78.7,70.7,3.08,0,1.78,0
3,2004,56,85,73,73,65.9,79.6,72.7,1.5,0,0.63,0
4,2004,54,88,74,73,66.1,81.7,73.9,4,0,1.6,0
5,2004,68,93,78,82,73.6,85.6,79.6,2.45,0,2.05,0
6,2004,73,93,82,86,77.3,90.6,84,6.79,0,1.76,0
7,2004,73,95,82,86,77.4,91.3,84.3,6.74,0,2.15,0
8,2004,73,93,81,87,77,90.6,83.8,10.09,0,2.49,0
9,2004,74,92,81,80,77.2,88,82.6,10.88,0,2.44,0
10,2004,65,88,78,80,73.1,85.3,79.2,5.54,0,1.51,0
11,2004,58,86,77,75,68.7,81.5,75.1,0.34,0,0.12,0
12,2004,46,84,74,60,61.4,76,68.7,0.51,0,0.22,0
1,2005,43,80,75,66,60.4,75.5,68,1.92,0,1.13,0
2,2005,46,83,70,63,60.7,76.5,68.6,0.62,0,0.44,0
3,2005,51,90,77,63,63.2,79.3,71.2,3.97,0,1.63,0
4,2005,57,89,74,75,65.5,81.6,73.6,3.27,0,2.89,0
5,2005,65,93,78,81,72.1,86.3,79.2,7.47,0,2.88,0
6,2005,71,94,79,81,75,87.5,81.3,17.6,0,4.6,0
7,2005,74,95,82,85,78.8,91.5,85.1,5,0,1.43,0
8,2005,73,95,83,82,78.6,91.8,85.2,9.27,0,4.18,0
9,2005,70,93,80,84,76.7,89.6,83.2,9.91,0,3.07,0
10,2005,56,92,80,71,73.6,85.1,79.3,5.48,0,0.89,0
11,2005,52,85,74,69,69.3,81.6,75.5,2.7,0,1,0
12,2005,50,84,73,67,61.9,76.8,69.3,1,0,0.34,0
1,2006,46,83,72,61,62.2,76.3,69.2,0.32,0,0.24,0
2,2006,44,84,71,58,58.9,76.2,67.5,3.47,0,2.64,0
3,2006,52,90,73,70,64.3,79.8,72,1.1,0,1.06,0
4,2006,64,92,75,79,69.6,84.9,77.3,0.23,0,0.11,0
5,2006,66,92,78,81,71.4,87.5,79.4,8.62,0,4.07,0
6,2006,71,93,81,79,76.5,88.9,82.7,7.05,0,1.89,0
7,2006,73,92,82,83,76.9,89,83,7.32,0,1.72,0
8,2006,70,96,82,82,77.2,90.4,83.8,12.95,0,2.67,0
9,2006,73,95,80,79,76.2,89.3,82.8,16.73,0,4.63,0
10,2006,60,91,79,79,73.3,87,80.1,1.64,0,0.71,0
11,2006,45,87,76,63,66.3,79.7,73,1.63,0,0.94,0
12,2006,56,84,75,68,69.2,79.7,74.4,3.11,0,0.9,0
1,2007,51,85,74,67,65.7,79.3,72.5,0.54,0,0.14,0
2,2007,42,87,72,62,61.3,77.2,69.2,2.13,0,0.92,0
3,2007,53,90,75,76,67.2,80.6,73.9,2.7,0,1.76,0
4,2007,54,91,76,74,67.2,82.9,75.1,5.33,0,2,0
5,2007,61,91,76,80,71.8,85.4,78.6,5.28,0,2.9,0
6,2007,67,94,79,79,74.1,88.7,81.4,15.22,0,2.01,0
7,2007,72,93,82,89,77,90.8,83.9,9.03,0,1.76,0
8,2007,75,97,82,87,78.4,91.6,85,4.44,0,1.47,0
9,2007,71,96,80,79,76.2,90.1,83.1,8.22,0,2.53,0
10,2007,71,91,80,80,76.4,86.5,81.5,9.63,0,2.37,0
11,2007,57,85,76,73,68.1,81.6,74.9,0.66,0,0.22,0
12,2007,53,86,77,69,68.1,81.6,74.9,0.79,0,0.22,0
1,2008,39,84,72,60,62.8,77.8,70.3,1.25,0,0.66,0
2,2008,50,89,74,69,67,81.6,74.3,4.11,0,1.33,0
3,2008,52,91,75,73,67.3,81.7,74.5,5.24,0,1.4,0
4,2008,56,90,77,69,70,83.6,76.8,3.78,0,1.63,0
5,2008,67,96,79,81,74,88.7,81.4,1.71,0,0.64,0
6,2008,71,92,83,85,77,89.6,83.3,9.63,0,3.04,0
7,2008,71,92,81,85,76,89.8,82.9,8.93,0,2.86,0
8,2008,73,93,80,84,77,90.8,83.9,9.99,0,3.06,0
9,2008,73,91,83,83,78,88.9,83.5,7.87,0,2.84,0
10,2008,55,90,79,71,72.4,84.1,78.2,6.51,0,1.86,0
11,2008,52,88,78,72,63.9,79.6,71.8,0.97,0,0.41,0
12,2008,51,82,73,67,64.7,78.6,71.7,0.28,0,0.09,0
1,2009,42,86,69,57,58.6,76.5,67.5,0.34,0,0.26,0
2,2009,38,85,69,61,59.7,76.4,68,0.12,0,0.11,0
3,2009,47,88,74,69,65.6,79.8,72.7,1.78,0,1.41,0
4,2009,54,92,76,73,69.6,84.4,77,1.17,0,0.41,0
5,2009,69,92,78,80,73.6,87.5,80.5,7.53,0,2.24,0
6,2009,71,98,81,86,76,90.9,83.5,11.64,0,2.01,0
7,2009,74,95,81,88,77.9,92,84.9,6.17,0,1.29,0
8,2009,74,94,83,88,79.2,91.6,85.4,7.91,0,2.02,0
9,2009,75,94,80,84,77.7,90.1,83.9,6.83,0,1.55,0
10,2009,59,94,82,71,76.2,88.6,82.4,2.62,0,1.21,0
11,2009,52,89,79,72,68.8,82.7,75.7,2.97,0,2.37,0
12,2009,49,89,75,64,66.3,79.7,73,3.01,0,2.02,0
1,2010,35,86,74,48,55.7,72.4,64.1,0.89,0,0.44,0
2,2010,45,83,72,63,56.3,73,64.6,4.69,0,2.9,0
3,2010,44,86,72,66,59.3,76.1,67.7,2.81,0,1.2,0
4,2010,60,89,75,78,69.9,82.8,76.3,8.95,0,2.8,0
5,2010,72,95,79,85,76.4,88.5,82.4,3.42,0,2.53,0
6,2010,72,95,83,88,78.7,92.3,85.5,7.2,0,3.17,0
7,2010,72,95,82,88,78.6,91.2,84.9,7.36,0,1.5,0
8,2010,72,96,82,84,78.5,91.6,85.1,8.75,0,1.6,0
9,2010,74,95,80,82,77.5,89.4,83.5,15.89,0,5.06,0
10,2010,67,90,78,81,73.1,86,79.6,1.58,0,0.7,0
11,2010,53,85,74,67,67,80.6,73.8,2.35,0,1.14,0
12,2010,36,85,64,53,51.7,71.1,61.4,1.21,0,0.77,0
1,2011,44,85,68,66,58.4,75.8,67.1,2.55,0,1.06,0
2,2011,52,87,70,64,64.3,79.8,72,0.23,0,0.15,0
3,2011,53,91,75,71,65.8,82.1,74,1.13,0,0.78,0
4,2011,67,92,79,81,73,87.2,80.1,5.36,0,2.58,0
5,2011,67,93,79,82,74.5,88.8,81.6,2.15,0,1.71,0
6,2011,72,97,82,88,77,91.2,84.1,12.22,0,3.19,0
7,2011,74,97,83,81,78.4,91.2,84.8,5.7,0,1.08,0
8,2011,74,95,82,86,77.6,91.7,84.6,11.15,0,2.41,0
9,2011,73,94,81,85,77,90.5,83.8,4.91,0,1.41,0
10,2011,63,91,78,77,72.7,84.4,78.5,15.52,0,3.14,0
11,2011,56,85,76,75,69.2,81.4,75.3,1.52,0,0.82,0
12,2011,55,82,74,73,66.9,79.5,73.2,1.04,0,0.5,0
1,2012,43,85,72,57,60.7,76.4,68.6,0.21,0,0.2,0
